category,image,region,channel,n,mean,median,std,p10,p50,p90
tomato_late_blight,239111ba-7348-4075-bacb-e206d440ecc8___RS_Late.B 5389.JPG,leaf,V,6969,100.72191132156694,106.0,19.778610599388518,71.0,106.0,122.0
tomato_late_blight,239111ba-7348-4075-bacb-e206d440ecc8___RS_Late.B 5389.JPG,lesion_proxy,H,71,33.91549295774648,34.0,0.27814672757931697,34.0,34.0,34.0
tomato_late_blight,239111ba-7348-4075-bacb-e206d440ecc8___RS_Late.B 5389.JPG,lesion_proxy,S,71,159.25352112676057,162.0,29.918536488769558,120.0,162.0,197.0
tomato_late_blight,239111ba-7348-4075-bacb-e206d440ecc8___RS_Late.B 5389.JPG,lesion_proxy,V,71,92.92957746478874,94.0,17.927336859213572,65.0,94.0,115.0
tomato_late_blight,250823af-1631-4050-928d-029101ddc744___RS_Late.B 6197.JPG,leaf,H,11861,47.43326869572549,47.0,4.6508154653889076,42.0,47.0,54.0
tomato_late_blight,250823af-1631-4050-928d-029101ddc744___RS_Late.B 6197.JPG,leaf,S,11861,95.32029339853301,89.0,41.365643344683185,44.0,89.0,154.0
tomato_late_blight,250823af-1631-4050-928d-029101ddc744___RS_Late.B 6197.JPG,leaf,V,11861,100.14147205126044,99.0,34.43573674867913,53.0,99.0,147.0
tomato_late_blight,250823af-1631-4050-928d-029101ddc744___RS_Late.B 6197.JPG,lesion_proxy,H,272,47.838235294117645,45.0,7.612123252761013,40.0,45.0,60.0
tomato_late_blight,250823af-1631-4050-928d-029101ddc744___RS_Late.B 6197.JPG,lesion_proxy,S,272,112.69852941176471,145.0,70.19503500258291,26.0,145.0,190.9
tomato_late_blight,250823af-1631-4050-928d-029101ddc744___RS_Late.B 6197.JPG,lesion_proxy,V,272,81.23897058823529,38.0,59.70076937231374,32.0,38.0,166.9
tomato_late_blight,25bb0739-cbd4-4e75-a6f4-67ca5cc7f986___GHLB2 Leaf 8789.JPG,leaf,H,19108,49.079966506175424,51.0,4.798983145263192,42.0,51.0,53.0
tomato_late_blight,25bb0739-cbd4-4e75-a6f4-67ca5cc7f986___GHLB2 Leaf 8789.JPG,leaf,S,19108,128.76727025329706,131.0,23.805877549109837,107.0,131.0,152.0
tomato_late_blight,25bb0739-cbd4-4e75-a6f4-67ca5cc7f986___GHLB2 Leaf 8789.JPG,leaf,V,19108,134.2508373456144,132.0,12.593457902612153,121.0,132.0,150.0
tomato_late_blight,25bb0739-cbd4-4e75-a6f4-67ca5cc7f986___GHLB2 Leaf 8789.JPG,lesion_proxy,H,120,32.5,33.0,13.82208377922808,30.0,33.0,34.0
tomato_late_blight,25bb0739-cbd4-4e75-a6f4-67ca5cc7f986___GHLB2 Leaf 8789.JPG,lesion_proxy,S,120,100.33333333333333,113.0,34.418341363613415,23.9,113.0,128.0
tomato_late_blight,25bb0739-cbd4-4e75-a6f4-67ca5cc7f986___GHLB2 Leaf 8789.JPG,lesion_proxy,V,120,140.64166666666668,143.0,21.434316657070166,101.9,143.0,165.40000000000003
